#{"t_start": 1777070680.1944704, "env_id": "None"}
r,l,t
565.430056,484,938.146862
808.70719,649,947.099019
570.236978,454,958.378251
654.114869,536,966.092042
530.516625,436,972.676265
1046.206965,1184,991.253217
603.07288,530,999.211359
936.047686,969,1012.250053
517.865268,408,1024.267327
810.887456,650,1033.651251
781.348835,547,1041.630474
832.199996,587,1049.72084
3675.064019,2663,1177.30418
1146.962102,911,1189.484253
616.417771,499,1196.484013
1601.397303,1367,1214.982339
797.41131,544,1221.446583
1454.062837,1398,1246.20501
1628.720523,1227,1263.312148
3476.17673,2036,1295.059876
831.127752,579,1387.292715
932.86472,655,1395.792108
971.514853,665,1405.797524
1410.362505,935,1417.705604
919.675227,572,1425.3653
747.915185,540,1438.777233
662.449952,485,1445.771875
908.01774,568,1452.943386
1238.138042,1029,1467.003544
591.700495,513,1474.154965
722.249344,515,1480.127287
1070.021763,816,1497.775592
1034.646276,803,1507.827714
1183.815381,881,1519.976012
599.621047,476,1589.919357
1640.582642,1283,1607.055434
745.138575,527,1615.624549
984.730207,1005,1627.278017
668.412243,573,1631.977309
639.361846,461,1635.25941
477.678284,388,1638.086496
1431.045777,1337,1647.411912
1280.90489,1004,1656.138836
637.045056,679,1660.947087
1372.646919,1245,1669.163873
727.275746,500,1672.69797
485.671667,384,1675.275573
651.395971,467,1678.37312
656.364026,525,1702.327624
855.316986,617,1706.763859
561.222827,436,1708.720056
838.100891,1230,1717.542779
628.195285,656,1722.44166
454.259206,420,1725.503209
925.209815,855,1733.775234
350.590686,838,1738.243267
552.375359,566,1742.004191
689.127185,574,1745.864548
556.575252,490,1748.970996
810.726773,668,1753.670107
549.759155,539,1757.218281
1029.440906,957,1765.179477
544.539107,622,1769.679992
638.139321,649,1791.866225
483.07795,519,1794.392454
881.241684,913,1800.19261
751.943257,801,1808.135602
517.884354,594,1812.227866
531.273561,578,1816.134805
641.667424,748,1821.005255
699.667986,593,1824.224071
648.456618,750,1828.996593
496.041702,578,1836.253927
606.063626,517,1839.593188
525.058165,503,1843.262072
610.760519,488,1846.598289
984.02243,2777,1883.042532
653.653957,492,1886.721428
566.542704,3101,1908.035627
2111.69988,3600,1933.902282
894.94839,831,1941.500086
785.527433,594,1945.434055
447.47136,473,1948.716106
703.055711,529,2001.727314
322.172057,514,2004.978841
520.960291,626,2008.982008
578.569206,489,2012.156871
491.986526,461,2015.395541
621.030202,928,2023.81733
425.307538,559,2026.405695
450.841133,3600,2052.319
1287.106636,3600,2124.122793
649.241349,499,2127.46245
1716.430168,3600,2153.369395
470.828995,3600,2183.09779
540.950458,616,2190.730407
2186.957453,3600,2300.480761
525.571354,1759,2314.836976
658.48417,876,2319.371443
1149.598752,2185,2336.441119
2393.804853,1962,2347.903078
2252.48034,3600,2472.395559
1070.127601,986,2478.603299
2163.889145,3600,2503.610301
4261.904146,3600,2624.792243
3537.491451,3600,2649.173824
3231.368954,3600,2676.20922
5283.146749,3600,2805.342848
5494.670002,3600,2830.315867
4849.869347,3600,2852.079042
2858.181455,3029,2980.518206
6059.714358,3600,3006.183239
5704.795047,3600,3031.264537
5635.354631,3600,3207.709152
5541.473996,3600,3232.817089
3631.974784,3049,3359.175902
5844.916256,3600,3384.778278
6272.7576,3600,3413.41839
1802.350885,1998,3427.59387
3187.333109,2662,3555.66986
3072.154295,2742,3574.482664
4305.795073,3600,3598.66667
2648.838553,2732,3728.611836
3805.04498,3600,3755.143545
4765.721854,3600,3779.670308
1782.188,2326,3906.727405
3937.737772,3600,3932.257184
4061.312398,3600,3958.156717
2008.818342,2009,3969.71323
4236.34758,3600,4100.590023
1973.27046,2705,4120.619909
3688.079019,3600,4143.616237
2558.190914,2582,4271.621176
3334.213226,3162,4293.846421
1938.079938,3600,4318.580392
1923.008792,2437,4442.887683
3749.32058,3600,4468.168457
3631.208891,3600,4493.328296
1077.646653,1950,4622.702852
4145.329204,3600,4645.139844
2025.493515,3600,4670.806589
3176.151233,3600,4820.390152
6250.829096,3600,4848.772271
4004.303698,3600,4876.420545
5126.736727,3600,5028.487512
3864.772262,3600,5057.249521
2467.144496,3600,5086.06157
5089.506194,3600,5242.409818
5862.730412,3600,5267.699637
5473.592467,3600,5430.54649
5007.578427,3600,5458.884531
4952.985118,3600,5486.922349
5116.99697,3600,5649.120959
5758.874897,3600,5677.757318
3749.93867,3600,5705.294842
4837.543826,3600,5868.113185
5925.226208,3600,5893.101987
3218.1565,3600,5922.618399
5779.112893,3600,6081.424174
4339.486534,3600,6109.606776
5903.751605,3600,6138.960047
4220.877441,3600,6303.516989
4797.486177,3600,6332.33173
5625.218522,3600,6491.232043
6395.686748,3600,6518.777431
6998.313352,3600,6547.45088
6146.326157,3600,6707.759478
4251.109253,3600,6737.968897
6543.727946,3600,6769.619235
5837.871908,3600,6937.921659
5797.087328,3600,6967.387908
6826.531746,3600,6999.741566
5355.151665,3600,7160.171496
5402.350446,3600,7189.698324
6207.373366,3600,7355.209429
6440.681052,3600,7383.867356
6678.162311,3600,7412.096578
7396.227876,3600,7580.662336
7340.428554,3600,7609.905783
6379.057688,3600,7640.183985
6857.387002,3600,7811.034508
6809.071911,3600,7838.6125
7074.323884,3600,7869.653982
6797.136577,3600,8042.828414
6838.005984,3600,8074.590789
6941.298105,3600,8105.844102
6700.112724,3600,8284.781608
6459.70678,3600,8316.406605
6179.749183,3600,8487.148621
6827.690911,3600,8513.835354
7460.186417,3600,8545.045895
