#{"t_start": 1776895601.4257295, "env_id": "None"}
r,l,t
1897.927863,1328,12.782403
-267.241889,1263,21.854196
1678.417533,1151,30.24387
1479.725714,812,41.262478
1961.41469,1451,51.950556
2025.853197,1986,66.084976
2035.297674,1980,83.219454
-362.95298,1035,133.821952
-240.631717,1443,147.62211
2165.487126,2834,169.008922
2184.278091,3255,210.075579
-354.06887,1029,220.892617
2151.200508,3083,323.769289
1596.263984,1476,351.393335
2442.131829,3384,419.148501
